id,title,speakers,description,link
177,Title and Icon Generator Demo,Mike Jacobs,"A demo of the UWP tile and icon generator. Learn how to use Photoshop to generate the 68 recommended image assets for displaying different screen sizes. Ensure your app?? icons look great, and update them easily. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:c3f8d815fd8c41ae92c0a5d5016a8b2a"" />",https://s.ch9.ms/Events/Build/2016/T632
178,Windows Weekly,"paul thurrott, Mary Jo Foley, Michelle Arney","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:9342dfbe1fd94f27af94a5d5016a8b24"" />",https://s.ch9.ms/Events/Build/2016/T631
179,Building Cross-Platform Experiences for Microsoft Band,"Ali Alvi, Tony Andrews","Wearables are becoming more and more prevalent in our worlds, bringing technology to our fingertips through constant connectivity and presence awareness. Wrist-worn wearables are at the leading edge of this space and Microsoft Band is an example of how advanced technology is now found in small, wearable form factors. In this session, you will find out how you can use the tools provided by Microsoft Band, in conjunction with other technologies available, to enable rich and contextually aware scenarios for users. We will showcase how you can use background execution on the phone to simulate local experiences on Microsoft Band. We will do case studies of building x-platform applications using Xamarin to control devices from your Band. Additionally, we will highlight how you can extend any mobile application experience to Microsoft Band with a case study that shows how we are bringing the power of IFTTT to Microsoft Band. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6f1177c8c6d843f0a56da5d5016a8b1c"" />",https://s.ch9.ms/Events/Build/2016/T630
180,Skype for Business Developer Platform Update,"Richard Taylor, David Newman","Learn how to extend the capabilities of your applications with Skype for Business, including new capabilities for Skype for Business Online. We??l explore the new online APIs, the web SDK, and give you a sneak peek into the upcoming app SDK. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:5a4bce46df884a3195cca5d5016a8b16"" />",https://s.ch9.ms/Events/Build/2016/T629
181,"Maximize Usage, Retention and Monetization for Mobile Applications Using Azure Mobile Engagement",Piyush Joshi,"A quick overview of Azure Mobile Engagement - a newer SaaS service on Azure platform which enables app publishers and app owners to easily track usage behavior, create rich and dynamic segments and send targeted system and in-app push notifications, polls etc. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6379b92c50c94cf8bdf4a5d5016a8b08"" />",https://s.ch9.ms/Events/Build/2016/T628
182,Creating Cross-Platform Apps with Angular 2,Brad Green,"In the early goals of Angular 2, we focused on creating a full platform that encompasses even more of the needs of our developer community. Mobile is all the rage these of late, but the majority of successful product teams have investment across web, mobile web, installed mobile apps and even installed desktop applications. From individual developers all the way to CIOs, folks would like to reuse both their development expertise and their code across these platforms to deliver quickly and at minimal cost. Please join us for a chat on how we're addressing this full space of development needs in Angular 2. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:33ed90a702dd4fce960ba5d5016a8afb"" />",https://s.ch9.ms/Events/Build/2016/T627
183,"MeetingSquared, An Example of a SharePoint and Outlook Add-in Working Together","Sonya Koptyev, Alister Esam, Tim Haines","MeetingSquared is a product that uses an Outlook and SharePoint add-ins to provide agenda lead meetings. The SharePoint add-in is used to manage agendas, votes, actions and documents for any type of meeting. From within Outlook, MeetingSquared allows you to take emails and attachments and add them to your agendas set up in SharePoint as well as allowing you to view meeting agendas from within Outlook. There is than an Azure web application to provide a drag and drop UI for the user. Data is also served up in a Windows app and can be exported to OneNote. The presentation will run through how the product integrates with all the Microsoft components but in particular the connection between Outlook and SharePoint. It will highlight how we have built both systems using Azure and connected the two add-ins together to give more functionality. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:1158a8a7cb7a477bbdbea5d5016a8adf"" />",https://s.ch9.ms/Events/Build/2016/T625
184,U.S. Imagine Cup Award Presentation,John Shewchuk,"Join us at Build 2016 as the top U.S. Imagine Cup awards are announced. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:5ec5b4093087440aadc8a5d5016a8ac2"" />",https://s.ch9.ms/Events/Build/2016/T623
185,Gaming at Cloud Scale,"Ben Adams, James Niesewand","Building a shardless, real-time twitch MMO in the cloud requires new ways of thinking. In this session Illyriad Games will share practical insights from the development of Age of Ascent that can be applied to any hyper scale system. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:46d08364fe2d4fbf8288a5d5016a8aa6"" />",https://s.ch9.ms/Events/Build/2016/T622
186,Working with Microsoft on Open Source: Cordova and ReactNative,"Ryan Salva, Brian Leroux, James Ide, Jesse MacFadyen","In the last two years, Microsoft has surprised many by open sourcing major parts of the Microsoft platform, but we also contribute to projects started by others. Join custodians of the Apache Cordova and ReactNative projects for a panel discussing Microsoft's contributions to two of JavaScript's most vibrant communities. Brian Leroux and Jess MacFayden are two founding developers of PhoneGap/Cordova. James Ide is a major contributor to ReactNative and Ryan J. Salva own JS Mobile tooling for Visual Studio. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:c3a78fa4978e4993b771a5d5016a8a93"" />",https://s.ch9.ms/Events/Build/2016/T621
187,Personal Assistants: The New Context-Aware Digital Runtime,"Marcus Ash, Michael Calcagno","Personal computing has evolved from operating systems to internet browsers being the runtime where users find and engage with applications and services. &nbsp;In the new world of AI, digital personal assistants will be the new context aware runtime, connecting consumers to the right experiences at the right time. &nbsp;Listen to the Cortana leadership share their vision for how personal assistants and the developer ecosystem will engage in the future. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:b0500b677fe34bdbb84fa5d5016a8982"" />",https://s.ch9.ms/Events/Build/2016/T620
188,"Overview of the MyDriving An Azure IOT and Mobile Sample application, as shown in the ScottGu keynote","James Montemagno, Harikrishna Menon","The MyDriving IOT Starter Kit is a canonical example of a highly scalable, performant, available and cross-platform IOT service and application. This application brings together our best Azure, developer platform and service offerings to showcase the breadth and depth of Microsoft offerings in this space. The architecture guidance and the associated documentation provides an in-depth insight into the best practices and patterns adopted by the team during development. Learn how to we went about building and designing this solution, as well as how you can go about building and deploying your own version of the service and application. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:43cc640f39c44618a313a5d5016a8979"" />",https://s.ch9.ms/Events/Build/2016/T619
189,"Build Cool Apps with the Microsoft Graph, Tap into the Intelligence and Reach Millions of Users","Dan Kershaw, Yina Arenas","Join this session to learn how easy it is to use the Microsoft Graph to build apps. In the first part we will show apps that access data from the consumer cloud and the commercial cloud using a single code base. In the second part we will show how apps can access rich insights and rich relationships calculated by the Office Graph, the same technology that powers Delve, now exposed in APIs. The Microsoft Graph is the gateway to Office 365 and Microsoft cloud data, insights and rich relationships. It's the easiest way to integrate with user?? data and build smarter and contextual aware applications that leverage the power of Office. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:08138070f4434222820ba5d5016a895d"" />",https://s.ch9.ms/Events/Build/2016/T617
190,Windows in the Smart Home: The Internet of Things and UWP,Jason Farmer,"The Internet of Things in the home represents one of the next big things in tech, with increased consumer interest, low cost hardware, and wireless connectivity solutions contributing to an explosion in home automation accessories and peripherals. During this session, find out about the work that?? being done to put Windows in the center of the modern home. Learn how Windows is embracing the smart home and come see how Windows enables developers to leverage a wide variety of Microsoft services and applications to light up new and exciting ways to interact with all sorts of Things around them. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:75f5fec4e7f045cbbcc1a5d5016a8952"" />",https://s.ch9.ms/Events/Build/2016/T616
191,Introduction to NVIDIA GPUs in Azure,"Karan Batta, Randy Groves","Microsoft Azure will be offering state of the art GPU visualization infrastructure and GPU compute infrastructure for various different scenarios like gaming, streaming, transcoding, machine learning, visualized CAD applications and many more other workloads that utilize GPUs. This session will give you a good technical overview of the technology that?? used to enable these GPUs into the Azure infrastructure and a roadmap including scenarios that we aim to fill with this capability. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:14dac00ec74e4b0899d0a5d5016a8947"" />",https://s.ch9.ms/Events/Build/2016/T615
192,"Cross-Platform at Microsoft: Xamarin, Cordova, Unity and C++ Panel","James Montemagno, Ryan Salva, Ankit Asthana, Max Lynch, Jb Evain","There?? a perfect tool for every job and Microsoft?? mobile toolbox is BIG. Join mobile developers from Xamarin, Cordova, Unity and C&#43;&#43; in a candid conversation about the strengths and comparative differences of each technology. The panel will open the floor to questions from the audience. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:bcd1582f4a2641449b60a5d5016a8939"" />",https://s.ch9.ms/Events/Build/2016/T614
193,Getting Started in Open Source with Scott Hanselman,Scott Hanselman,"Making that first pull request to an open source project can be a scary and daunting thing, even for a seasoned developer. ??hat if people laugh at my code? What if I break something? What if I didn?? squash my commit correctly???Learning the ropes can be challenging, not just the technical but also the social aspects. In this session, Scott Hanselman demystifies the magic of open source development and gives you practical advice on how to get started and get along with open source communities. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:ac4f94fc6e0e47388d34a5d5016a8737"" />",https://s.ch9.ms/Events/Build/2016/T613
194,Intelligence Apps Leadership Panel,"Pablo Castro, Seth Juarez, John Macintyre, Judy Meyer, Danielle Dean","Adding intelligence to apps is not just for the largest, most global apps out there. Apps of any size can add intelligence. Hear senior leaders and experts across data, machine learning, and analytics discuss why and how to add intelligence into existing and new applications. This session will help guide you through how to think through the types of intelligence that can be added to apps. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:ad6a296a12cf4c0b91d1a5d5016a8731"" />",https://s.ch9.ms/Events/Build/2016/T612
195,The Skype Experience:  The Future of Communications,"Krishnan Ananthanarayanan, Nick Cordrey","In the Skype developer session you will hear about some new and innovative ways we are going to enhance messaging experiences today, and into the future. Microsoft believes that adding intelligence into every day conversations will empower every person and every organization on the planet to achieve more. This is the way you??e always wanted to communicate, but never realized it could be so easy. I?? going to show you our vision for intelligence integrated into one of the most popular ways people connect today ??Skype. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:9872101af07c4d4db1aaa5d5016a8728"" />",https://s.ch9.ms/Events/Build/2016/T611
196,Intelligence at Your Fingertips: Microsoft Knowledge and Intelligence APIs,"Allison Light, Anna Roth","In this session, we??l cover how you can use our intelligence APIs to build fresh, differentiated apps powered by advanced research from Microsoft. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:c498d02b7e074dd3abb6a5d5016a8721"" />",https://s.ch9.ms/Events/Build/2016/T610
197,Designing Compelling Mixed Reality Experiences,Joshua Walton,"Microsoft HoloLens was developed to transform the ways we communicate, create, collaborate, and explore. This talk will frame important questions about Mixed Reality and how you might begin to think about taking advantage of this new opportunity. Joshua Walton, Principal Design Manager on Microsoft HoloLens, will discuss six areas of interest Microsoft have identified for creating compelling experiences in Mixed Reality. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:d217d5f6d90b4ad59189a5d5016a8717"" />",https://s.ch9.ms/Events/Build/2016/T609
198,Building a 3D Game with Unity and Visual Studio in 30 Minutes,Jb Evain,"Are you a .NET developer who always dreamed of writing video games? In this short and fun session, we??l do exactly this. We??l start a new project, and write a 3D game in C# with Visual Studio and Unity, from scratch, in almost no time. You??l learn about Unity, a powerful tool to create games that span all modern platforms: consoles, mobiles, desktops and even HoloLens, and how you can leverage its integration with Visual Studio to use your favorite C# IDE to write games. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:4bdcba05b72440c6aac4a5d5016a8711"" />",https://s.ch9.ms/Events/Build/2016/T607
199,Inside the Windows Insider Program,"Bill Karagounis, Gabriel Aul","Join us to hear from two of the principal architects of the Windows Insider Program for a candid conversation about the past, present, and future of the program. They will share some of the history, provide a peek inside the day to day operations, and share some thoughts on how it will evolve in the future. The Windows Insider Program is the largest public preview program in Microsoft history and has been an important source of customer feedback used to develop Windows 10. More than 7 Million people have signed up to receive preview builds, report problems, and share suggestions to help make Windows 10 great. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:994843067fbe4eccb5d4a5d5016a870c"" />",https://s.ch9.ms/Events/Build/2016/T606
200,Start-up Panel,"Sonya Koptyev, Christine Matheney, Deb Noller, Ainsley Braun, Anna-Katrina  Shedletsky, Esther Pun","Join us Wednesday in The Hub during the lunch session for a special Women in Technology-focused set of activities. We will have a panel of women leaders, followed by a special networking event, and then a second panel of women startup leaders. We will discuss topics such as what they think would be the most important piece of advice they received when starting their careers, what keeps them excited about technology, and the best piece of advice they would give young women looking into STEM careers today. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6956096e10f044d18d9ba5d5016a8706"" />",https://s.ch9.ms/Events/Build/2016/T605
201,Women's Leadership Panel,"Lara Rubbelke, Sonya Koptyev, Julia White, Julia Liuson, Mitra Azizirad","Join us Wednesday in The Hub during the lunch session for a special Women in Technology-focused set of activities. We will have a panel of women leaders, followed by a special networking event, and then a second panel of women startup leaders. We will discuss topics such as what they think would be the most important piece of advice they received when starting their careers, what keeps them excited about technology, and the best piece of advice they would give young women looking into STEM careers today. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:a98d916f71d449ddbe66a5d5016a86f7"" />",https://s.ch9.ms/Events/Build/2016/T603
202,Connecting Your Apps to the Conversations of over 60M Office 365 Users,"Pretish Abraham, Raju Nagalinga S, Simeon Duong","Conversations is the new platform for apps. By connecting apps like Trello, Twitter, Uservoice and more, Outlook keeps your team up to date with all the conversations and updates they care about in one place! With over 60M monthly active commercial users, and 50,000 new small business customers signing up every month, Office 365 connectors can help connect and engage more users to your app. Connectors is now broadly available in Outlook 2016, Outlook web app and the Group mobile apps. Learn how to create deeply engaging user experiences with practical lessons from the experts that built the Asana and Uservoice Connectors. Building a connector is easy-peasy, we will walk you through the developer and submission process, and help get you started in no time. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:cc3c6a76d89a41f88a91a5d5016a86f1"" />",https://s.ch9.ms/Events/Build/2016/T602
203,Continuum for Phone,"Liz Threlkeld, Issa Khoury","With Windows 10, your phone can work like your PC.&nbsp; Continuum for phone enables you to connect a Windows mobile device to any external display with the new Microsoft Display Dock, USB-C, or Miracast.&nbsp;&nbsp; Users can leverage a keyboard and mouse and other peripherals to get the productivity and entertainment value of a PC with the portability, cost, and convenience of a single device. Come see Continuum in action! <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:1abbba7f9b9e41539798a5d5016a86d9"" />",https://s.ch9.ms/Events/Build/2016/T601
204,Close of Build,Seth Juarez,"<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:91e8d2a0c939443586fda5d401171eb3"" />",https://s.ch9.ms/Events/Build/2016/C926
205,.NET Core,"Scott Hunter, Seth Juarez, Beth Massi, ??ichard Lander","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:2d45c46b320048149819a5d401171ea2"" />",https://s.ch9.ms/Events/Build/2016/C924
206,Office Dev Show Live,"Jeremy Thake, Sonya Koptyev, Yina Arenas","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6e071984c71d4b1291e9a5d401171e97"" />",https://s.ch9.ms/Events/Build/2016/C923
207,"Smarter, more engaging experiences with Bing","Seth Juarez, Gurpreet Pall","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:0d63f27b16da46ef8149a5d401171e8e"" />",https://s.ch9.ms/Events/Build/2016/C922
208,DevOps and Visual Studio Team Services,"Dan Fernandez, Donovan Brown","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:20630bfcddee4102be37a5d401171e84"" />",https://s.ch9.ms/Events/Build/2016/C921
209,The Future of .NET Languages,"Mads Torgersen, Dustin Campbell, Anthony D. Green, Seth Juarez, David Stephens","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:fa19be8e37fc47c0b883a5d401171e7d"" />",https://s.ch9.ms/Events/Build/2016/C920
210,Data Science on Azure,"Seth Juarez, Lara Rubbelke, Matthew Winkler","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:de392fe0debf495a9c2aa5d401171e75"" />",https://s.ch9.ms/Events/Build/2016/C919
211,Mark Russinovich Live,"Mark Russinovich, Seth Juarez","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:784f5714dddf43eea0a6a5d401171e6e"" />",https://s.ch9.ms/Events/Build/2016/C918
212,Xamarin Live,"Miguel de Icaza, Seth Juarez, Amanda Silver","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:b314d687574e4f3a9fc7a5d401171e5e"" />",https://s.ch9.ms/Events/Build/2016/C916
213,Windows Bridge for iOS,"Seth Juarez, Salmaan Ahmed, Nick Gerard, Ryan Haning, Dustin Howett","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:ff27c05f3bc04859b609a5d401171e4a"" />",https://s.ch9.ms/Events/Build/2016/C914
214,Gabriel Aul Live,"Seth Juarez, Gabriel Aul","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:03945393e056401aa8b7a5d401171e3f"" />",https://s.ch9.ms/Events/Build/2016/C913
215,Moving Forward with ASP.NET,"Jon Galloway, Seth Juarez, Mads Kristensen, ??ichard Lander","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:5bc6c1cc05924ba58bbda5d401171e38"" />",https://s.ch9.ms/Events/Build/2016/C912
216,"HoloLens - Devs behind ""Share your ideas""","Seth Juarez, BJ Malicoat (XBOX), Karim Luccin, Michael Felice, Vanessa Arnauld","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:4cf0e3f43d874c5390eda5d401171e2a"" />",https://s.ch9.ms/Events/Build/2016/C910
217,The Future of Visual Studio,"Seth Juarez, Amanda Silver","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6ee7a40e4fa44e2da559a5d401171e23"" />",https://s.ch9.ms/Events/Build/2016/C908
218,Anders Live,"Anders Hejlsberg, Seth Juarez","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:95360e0fb899490f8daca5d401171e12"" />",https://s.ch9.ms/Events/Build/2016/C907
219,Linux Command Line on Windows,"Scott Hanselman, Russ Alexander, Ben Hillis, Dustin Kirkland","<p>Linux Command Line on Windows</p> <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:ea9a3743fa8e4ca787fba5d401171e0a"" />",https://s.ch9.ms/Events/Build/2016/C906
220,Kevin Gallo Live,"Kevin Gallo, Seth Juarez","<p>Kevin Gallo on Channel 9 Live answering Q&amp;A from our viewers. Make sure to catch his <a href=""https://channel9.msdn.com/Events/Build/2016/KEY01"">Day 1 Keynote</a> presentation.</p> <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:296b57faa5c443e995b9a5d401171dfb"" />",https://s.ch9.ms/Events/Build/2016/C904
221,Conversation as a Platform,"Gurdeep Singh Pall, Seth Juarez, Lilian Rincon, Yasmin Khan","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:bf706abb6e6a470a95eba5d401171deb"" />",https://s.ch9.ms/Events/Build/2016/C902
222,Building Intelligent Apps,"Seth Juarez, Ben Tamblyn, Derrick Connell, Mark Miller","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:8c55e0030e5742acadb9a5d401171de3"" />",https://s.ch9.ms/Events/Build/2016/C901
